event_type,message,service,timestamp
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=12 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730435.956561
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=11 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730435.776924
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=10 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730435.7625613
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=9 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730435.6744702
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=8 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730435.6601353
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=7 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730435.571958
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=6 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730435.5570807
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=5 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730435.4655924
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=4 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730435.3773675
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=3 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730435.362585
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=2 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730435.2727847
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=1 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730435.2568524
inject_brute_force,brute_force_detected account_locked source_ip=10.9.8.55 attempts=20,api-gateway,1786730434.4628134
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=20 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730434.3744621
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=19 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730434.359881
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=18 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730434.2724693
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=17 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730434.2577093
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=16 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730434.1706152
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=15 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730434.1549754
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=14 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730434.0639234
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=13 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.9748518
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=12 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.9595294
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=11 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.8650393
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=10 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.766605
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=9 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.677039
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=8 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.661566
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=7 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.5718436
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=6 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.5560777
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=5 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.3779635
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=4 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.3623772
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=3 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.2746296
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=2 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.259851
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=1 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730433.1988661
inject_brute_force,brute_force_detected account_locked source_ip=10.9.8.55 attempts=20,api-gateway,1786730432.5643535
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=20 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730432.4755993
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=19 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730432.4601266
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=18 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730432.3682294
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=17 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730432.3527193
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=16 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730432.1750467
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=15 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730432.1593814
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=14 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730432.0701253
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=13 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730432.05488
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=12 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730431.9655771
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=11 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730431.8759584
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=10 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730431.8600957
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=9 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730431.7706213
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=8 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730431.755196
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=7 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730431.6653497
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=6 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730431.5644498
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=5 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730431.477461
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=4 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730431.46214
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=3 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730431.37385
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=2 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730431.3583684
inject_brute_force,jwt_verification_failed reason=invalid_jwt attempt=1 username=testuser01 source_ip=10.9.8.55,api-gateway,1786730431.294427
exploit_probe,sqlmap union select sql_injection from_account payload_anomaly=sql_injection,web-portal,1786730430.3118804
exploit_probe,sqlmap union select sql_injection from_account payload_anomaly=sql_injection,web-portal,1786730429.1126292
exploit_probe,sqlmap union select sql_injection from_account payload_anomaly=sql_injection,web-portal,1786730427.880216
exploit_probe,sqlmap union select sql_injection from_account payload_anomaly=sql_injection,web-portal,1786730426.5764165
exploit_probe,sqlmap union select sql_injection from_account payload_anomaly=sql_injection,web-portal,1786730425.3593717
fraud_gate_bypass,fraud_block critical_amount channel=tor from=ACC-1001,web-portal,1786730424.0936975
fraud_gate_bypass,fraud_block critical_amount channel=tor from=ACC-1001,web-portal,1786730423.0600994
fraud_gate_bypass,fraud_block critical_amount channel=tor from=ACC-1001,web-portal,1786730421.9108245
fraud_gate_bypass,fraud_block critical_amount channel=tor from=ACC-1001,web-portal,1786730420.916736
fraud_gate_bypass,fraud_block critical_amount channel=tor from=ACC-1001,web-portal,1786730419.8165827
lateral_movement,lateral_movement invalid svid spiffe://evil.corp/attacker,web-portal,1786730418.7581036
lateral_movement,lateral_movement invalid svid spiffe://evil.corp/attacker,web-portal,1786730417.7630477
lateral_movement,lateral_movement invalid svid spiffe://evil.corp/attacker,web-portal,1786730416.5573876
lateral_movement,lateral_movement invalid svid spiffe://evil.corp/attacker,web-portal,1786730415.4656026
lateral_movement,lateral_movement invalid svid spiffe://evil.corp/attacker,web-portal,1786730414.2655585
access_denied,jwt_forgery attempt invalid signature,web-portal,1786730413.2575505
access_denied,jwt_forgery attempt invalid signature,web-portal,1786730412.1557312
access_denied,jwt_forgery attempt invalid signature,web-portal,1786730411.0565047
access_denied,jwt_forgery attempt invalid signature,web-portal,1786730410.0660481
access_denied,jwt_forgery attempt invalid signature,web-portal,1786730408.657102
access_denied,no_jwt payment attempt blocked,web-portal,1786730407.5565677
access_denied,no_jwt payment attempt blocked,web-portal,1786730406.4583623
access_denied,no_jwt payment attempt blocked,web-portal,1786730405.3640509
access_denied,no_jwt payment attempt blocked,web-portal,1786730404.2580037
access_denied,no_jwt payment attempt blocked,web-portal,1786730403.1824217
